zipcode,centroid_lat,centroid_lon,regional spatial type,population,capacity,rc_centroid_lat,rc_centroid_lon
84,47.6366231793687,10.17300332188168,urban,8459,0,47.631792849737096,10.194926282144143
85,47.66138032312115,9.289994288412776,rural,10717,300058,47.65563673756971,9.297301251442896
86,48.270257545550926,9.045494160192408,rural,9270,204950,48.267178613357736,9.03359414863112
87,48.47824128865,9.65973130226512,rural,10920,0,48.45996453475481,9.66935325725642
88,47.66521642586015,10.140926448320702,rural,19828,384040,47.66292771657079,10.126208887117018
89,47.724851573749646,10.760671839623852,urban,18662,0,47.72740213014842,10.764396948502192
90,47.93224625748878,10.513400352562936,urban,11105,381284,47.93660393676928,10.51125315464741
91,48.70998946147155,11.4372710153151,urban,3981,233175,48.70416726659719,11.432324204454886
92,47.52639933000816,10.726573929092634,urban,15866,0,47.525613985227295,10.730560782989988
93,47.723909561568895,10.063176476545864,urban,13973,0,47.70120118847936,10.066484329836948
94,47.39684973327821,9.871159516121068,rural,1487,0,47.39812345822672,9.8762879037941
95,48.626373959611584,9.00060957518201,urban,6734,0,48.62735376706827,9.017823780634938
96,47.55347407336737,9.703495206255344,urban,274,0,47.54861630474748,9.700744054572713
97,48.96053319001814,10.367932652167864,rural,3392,226513,48.97009288864887,10.371395946523728
98,47.87586849539516,10.70058422585364,rural,263,0,47.87803357068488,10.69800721072942
99,48.75175295163634,11.16282143137366,urban,2062,0,48.74482870009309,11.157725724690062
100,48.70590990419829,9.611460639484406,urban,15699,284934,48.70771633595205,9.594132817595474
101,48.41664092341255,11.318259014916002,urban,12842,0,48.43202083918828,11.309666897080854
102,47.35838636471611,9.218257669537644,urban,9149,169643,47.33232837522837,9.219606215376285
103,47.85263708233958,10.343899741750104,urban,8296,0,47.85786918984407,10.322090587042004
104,47.34968064143032,10.771657235224843,rural,2893,0,47.33465260500814,10.775946662330488
105,47.39371088075068,9.82910515136333,rural,12571,0,47.40033936153833,9.826003776617585
106,48.66035540945963,11.3606209214417,urban,18535,0,48.66060916161896,11.357937600141518
107,47.31704806064672,11.452266741420893,urban,14031,0,47.31239233434769,11.461222159004752
108,48.32822215349459,10.52484550175994,urban,4883,362680,48.318086163110245,10.513165770441248
109,48.59916353195785,11.284348814962806,rural,10753,295171,48.59219867128308,11.277391067540092
110,48.530610863719794,10.41123543949462,rural,15527,0,48.53424770505856,10.41813447111295
111,47.63572759506199,9.380339303229912,urban,13915,0,47.636575031698165,9.384147065367102
112,47.59084377385704,9.251797791177632,urban,16359,0,47.58950137744475,9.24865938192821
113,48.63765295526139,11.310738766028404,urban,10050,0,48.63924882852809,11.307526691383927
114,47.47932586347147,10.681642132816544,rural,987,0,47.49254340527335,10.679940363116726
115,48.9323912811167,10.71377277407802,rural,4659,267391,48.93158421688837,10.717270086021903
116,47.48640168768766,9.866237713295115,rural,8106,0,47.47784777912428,9.870893190610929
117,47.60407405284615,10.465620521554929,rural,13917,0,47.61874865566864,10.47166524761128
118,48.43611628940226,11.06396583707275,urban,2157,0,48.43792121020811,11.08179315005448
119,48.10601514568649,9.01096557192365,rural,3020,0,48.08148597842128,8.996949075944688
120,48.20475961200916,10.67352243364698,urban,14765,378814,48.20455676838439,10.66988745285958
121,48.19857612088804,10.377323728409408,urban,18236,0,48.18822795069681,10.383612586994523
122,47.47260324291271,10.7130923573456,rural,3005,313803,47.474708131866166,10.71923725124953
123,48.96043890672586,9.409694088220704,rural,18535,0,48.960057358713954,9.399995713940582
124,47.96722909178463,9.558308272785252,rural,14275,336858,47.95374997723362,9.573188606057192
125,48.067720526924106,10.94148310618924,rural,15953,328008,48.07378988023536,10.938862592586442
126,47.53677595821538,9.558010937092368,rural,12330,0,47.54444474884775,9.556069260438246
127,47.65816265894411,11.331649593149402,urban,6050,0,47.64746078344528,11.324533107746314
128,47.70532793280258,9.129764395308586,urban,1575,0,47.715925890823165,9.12881224730774
129,48.208338046607096,9.377073005667784,rural,5831,305224,48.20275615420826,9.381675028842636
130,47.38623019253977,10.349822995846033,urban,6395,0,47.3900536966112,10.33843337990357
131,47.71694738263537,11.026211774479092,rural,10349,310886,47.74292731981958,11.02127689403556
132,48.41188771456138,9.522123670890624,urban,3494,0,48.40816002203734,9.513094511131529
133,47.77667219898404,11.183753788748556,urban,134,0,47.76715590812674,11.190052003829138
134,48.00970872687831,10.00216045617849,urban,9222,0,48.00936649291614,9.994904093224754
135,47.34330461733888,9.252261548975898,urban,18495,0,47.34013932181705,9.250862675154917
136,48.32980902468008,11.484343423149054,urban,15281,0,48.3541720030578,11.496258230662788
137,48.94877230045154,9.488417857636078,urban,19588,0,48.95100777746186,9.504807887196897
138,48.53498250976982,9.714744627890274,rural,15184,0,48.55547210812048,9.717057950718033
139,48.10265259563998,10.50433314944646,rural,12052,399336,48.10218725351638,10.520192536633852
140,48.984325028749815,11.074956454897125,urban,11177,0,48.977544024971145,11.0818995888213
141,47.50211674782732,11.02362032523938,urban,217,283579,47.50923265197609,11.00573963998188
142,48.85731506573285,11.116185070983317,urban,6543,277657,48.88145468580117,11.107965490570734
143,48.09622134002752,9.261435041834234,rural,4758,0,48.0956519116042,9.260203198777551
144,47.88179468916092,9.244815612977265,rural,11898,0,47.88473750602506,9.24121839480424
145,48.84632950868262,9.943757189091038,rural,16161,0,48.8464006630042,9.939586994813377
146,48.79081423425151,10.442109776497542,rural,10227,0,48.7827408209918,10.454097599762871
147,48.97582702525965,10.960124187237955,rural,2606,0,48.97570893570189,10.964192524895234
148,48.88835167632446,9.178206484779531,rural,16265,0,48.886765264957525,9.17778143349945
149,47.87553826126556,9.148320165792336,rural,19593,0,47.86864223158129,9.164367849265291
150,48.83352571871009,9.623271506155277,rural,17479,0,48.82507074452752,9.632487514739156
151,47.9069164801573,11.30220668267149,rural,15895,0,47.92325786308907,11.307163983240452
152,48.8928033714971,10.213662127166716,urban,5122,266941,48.88761631445757,10.21038209574495
153,47.91504692093265,10.018519601056742,rural,11528,0,47.91532525011584,10.024681426928904
154,48.642198293344336,9.196322002844886,rural,13107,0,48.63669547335552,9.211986303467215
155,48.83511738457342,11.362607861275094,rural,11359,0,48.83057508403733,11.369669762174038
156,47.47970670419379,11.36704020535442,rural,17430,216705,47.47540029738364,11.359994600528085
157,47.80857789723425,10.449315497023084,urban,8569,0,47.8054971072688,10.45072392544317
158,48.31051916286,11.01087047687886,urban,7317,301423,48.3158200277999,11.01903697694472
159,48.475831198978725,11.130710588677264,rural,11935,0,48.47097310298763,11.129951504094656
160,47.97722997007968,9.14358669880148,rural,7795,0,47.97557069794028,9.135120628553675
161,47.511699854869214,9.901271461118082,rural,204,0,47.50571293613657,9.906523087095986
162,47.58623822114125,9.17109937621022,rural,4768,242798,47.58455147781352,9.155576012256452
163,48.4466436336484,11.05472241231558,rural,7373,0,48.450373877700265,11.049719928806216
164,48.778101982639456,10.857163730303,rural,19245,0,48.78144155091062,10.857507928354186
165,48.49157208138471,10.166036269487556,urban,14016,0,48.49309127477461,10.17470402254702
166,47.93866742797636,9.952742178047842,rural,8622,0,47.93315802936243,9.95445230909125
167,47.480310756154346,9.090784515529077,rural,18745,200824,47.48330732753466,9.096774569073515
168,48.802414912095486,10.078001418301897,rural,7205,0,48.80492254151801,10.078955517467149
169,48.10197508048983,10.931453360244967,rural,14933,321508,48.11645023003103,10.932287980999233
170,48.69272140637816,9.846692567486262,urban,272,0,48.71517458614235,9.849769797781148
171,48.57449328800721,9.723176633226906,rural,8123,0,48.58732304184276,9.711998871529865
172,48.15013176992197,9.801020831446715,rural,4812,0,48.15074022038115,9.798492880429428
173,47.96908758451937,11.15321235668312,urban,54,0,47.96408251396976,11.137917889851495
174,48.30708088919673,10.446942621662952,urban,6329,0,48.30569517827243,10.44543251363402
175,48.103211971441766,9.919656230096257,urban,3876,0,48.11183898201426,9.9177276513328
176,48.22089457613664,9.444190136247412,urban,7104,0,48.209331883894826,9.449574814567162
177,48.71175775239285,11.200516104969976,rural,19721,304174,48.714373613373525,11.19374256608001
178,48.48795774381272,9.060544456527538,urban,1933,0,48.492385688875245,9.056500004126343
179,48.08984808621176,9.205147071416668,rural,12550,0,48.09812651403613,9.2108696153939
180,47.61513731251513,9.44621781383236,urban,13459,0,47.60559552348583,9.444357598066553
181,47.94668367321045,10.474603286964982,rural,4227,0,47.93029993804474,10.468734994817304
182,48.62150786942989,10.833620781520253,rural,13768,321943,48.61373644371131,10.828604110723132
183,47.755359733061,9.837912620732869,rural,19904,0,47.7532994492259,9.830852663444116
184,47.46268893758426,9.194697001971711,rural,11556,215403,47.458726306102605,9.20372154747648
185,47.83197767418085,11.459844930723133,urban,4513,0,47.863821757719386,11.466309323538187
186,48.08012171691166,10.14874783175116,rural,12274,0,48.06792003507292,10.158992371669475
187,47.9857653190307,10.529348814395322,rural,3876,0,47.99994523183226,10.537869031765991
188,47.89825062534872,10.889972032013684,rural,429,0,47.91443458845042,10.90685391333407
189,47.40716175488041,9.300775943260064,rural,5931,0,47.4222279679357,9.298477234984937
190,48.43640186494944,9.163450025935662,urban,9240,0,48.42774498023209,9.178966447315036
191,48.06840227739147,10.293333286773509,rural,18990,394994,48.06385596335917,10.28357836876907
192,48.308482558860256,11.362768942830511,urban,3318,0,48.313162737760855,11.362339277962953
193,47.90440419378195,10.937152124455364,urban,645,0,47.90437091521258,10.928476526842443
194,48.44256935296502,9.924419542155716,rural,5596,0,48.4241202768523,9.928403651534392
195,47.395146932414704,9.623579671281796,urban,11306,0,47.4034386961764,9.605762133116569
196,48.62557474265287,11.386912558911453,rural,5526,270389,48.615959838420935,11.387606189779564
197,47.90929109697982,10.569916354802192,urban,4814,0,47.9017421381935,10.569636045617091
198,48.45261958797942,9.33814586064232,urban,13972,0,48.46986120420138,9.34178305903976
199,48.63656956993102,11.130862411856173,urban,7615,308256,48.61373125889659,11.128606594464909
200,48.50659025237459,11.43282624495086,urban,17996,0,48.50896595530434,11.422908557855925
201,48.01895651878531,9.765301837449783,urban,4450,361028,48.02651419669628,9.763178455478409
202,48.98815021654993,11.357170723687798,urban,1523,0,48.98276387986763,11.341581731855534
203,48.29430575683586,9.62895913222277,rural,14455,354334,48.30817900883532,9.63026589008054
204,48.81967706510048,9.907184298822168,urban,6954,274563,48.80490051987497,9.896014736922249
205,47.724110389464414,11.406440262276089,urban,4444,0,47.73239804300019,11.417954303781784
206,47.46912728641525,10.42099318829286,rural,5281,0,47.47849188340687,10.436981492441486
207,47.32796298198843,10.753963378927237,urban,14005,0,47.32060910175439,10.744046340667667
208,48.97318402962397,11.304332087801152,urban,8919,0,48.96653505613458,11.316104912716622
209,48.36376730021451,9.818697703836955,rural,10774,0,48.34638400700965,9.82046479810194
210,47.69790487718534,10.343512586508638,urban,16172,0,47.69075764624993,10.3514292176255
211,48.4367558791801,10.711292773971264,rural,15884,343340,48.43844328588457,10.723445019582089
212,48.79862388677972,10.55910066473737,rural,125,0,48.81895692957579,10.540916653894811
213,48.97193194301052,11.49169470330351,urban,4474,145913,48.970932256352725,11.483257492479524
214,48.43678416207657,11.193371401231207,urban,9584,0,48.4450909624124,11.180685648645
215,48.17842702271957,9.993752176210634,urban,10874,372320,48.18384762028908,9.994817938036126
216,48.25521941342223,10.75172685343195,urban,15112,0,48.259635518428034,10.750790394986783
217,47.34210682518789,10.253529079812704,rural,4609,0,47.34020701620211,10.26288155094498
218,48.39363674372416,9.38476422175688,rural,10317,0,48.36275216097473,9.37236048703991
219,48.394390880197534,11.224477328632585,urban,16742,292759,48.39829299279332,11.208634114050598
220,48.04953531197998,9.57729679157131,urban,3231,0,48.04015679721748,9.580869199464532
221,48.04212635028632,9.931239929086347,urban,10742,373548,48.04409726406031,9.9424692392031
222,47.69518374063911,10.205303752012115,rural,10760,0,47.70038653327045,10.2097737518687
223,47.50349513410539,9.319540181247586,urban,14936,255174,47.51383932736636,9.303607311669795
224,48.27009102829835,11.387660638725604,urban,7553,0,48.27753365092204,11.377597933510367
225,48.29526380498092,9.146023235446044,urban,16802,0,48.30827890010336,9.138115911938597
226,48.16580757474594,11.2052487270515,rural,5719,0,48.16402350083623,11.200568056163783
227,48.24263703678975,9.555077022732112,urban,18997,0,48.22515280678541,9.565493845112108
228,47.68537834261951,10.112932127744433,urban,5820,382239,47.69997952118579,10.108068929069638
229,48.99207012579026,9.479888895580128,rural,10731,181673,49.004175464359946,9.479841341702874
230,47.81048209703819,11.077904412921743,urban,11580,0,47.81656283240353,11.0772647993477
231,47.69543703414049,9.343488520095503,rural,10071,0,47.70415134050421,9.342567346522497
232,48.51226231978487,10.831513873541404,rural,8041,0,48.4977216906813,10.8284858489381
233,48.543342021693775,11.246544816809449,urban,15056,0,48.570686324769625,11.240469919113236
234,48.884171254869145,11.170738882759204,rural,1281,0,48.87503075427621,11.170489989119334
235,48.09079341436696,10.534375338184322,urban,17115,0,48.09310341462006,10.540088836767872
236,48.07583601857279,9.352878750522049,urban,7554,0,48.06936955006234,9.34889623266108
237,47.30919368582043,10.881078579643836,urban,9086,0,47.314266459776285,10.864471496736195
238,48.952997846078,11.343418963688825,urban,7943,0,48.95766094852737,11.350991044705436
239,48.45466884545242,11.164128363338191,rural,11201,312016,48.47782758536344,11.177349461533034
240,48.054999787402295,9.291723217608007,rural,14074,0,48.07544070244485,9.299730668987108
241,47.46052813570877,10.443320444515075,rural,3533,0,47.48267022509758,10.455650721971214
242,48.43709901076723,9.525156605371029,urban,9328,0,48.42364404104461,9.517295708255489
243,47.36430097933661,11.403140521959289,rural,12882,0,47.36939498726641,11.40092869095986
244,48.93043652381194,10.952845431614715,urban,10513,0,48.94878065757803,10.941582992625449
245,48.934111426286016,9.157373029421574,urban,15444,0,48.92846584866472,9.153387224154546
246,47.96973261641054,10.780324158947906,rural,11536,331442,47.97498192137364,10.788789278009132
247,47.77796264612718,10.878982588299229,rural,6790,0,47.769197131364606,10.882197755356923
248,47.33597608266483,10.713833866253989,rural,14744,0,47.33654074476655,10.714283028235313
249,48.12249688193192,9.008822805249054,rural,19835,0,48.113558212667854,9.010361234661648
250,48.11499482717698,10.019083423965968,rural,16634,0,48.11223459630465,10.03194963300285
251,47.518365058024486,9.93295168099158,urban,6988,0,47.51005621182188,9.934148872623323
252,47.67944678343257,9.682630531985192,urban,2994,0,47.67440529725838,9.683815719969909
253,47.78325649990801,9.418726764460228,urban,1020,0,47.79178380452323,9.42148974958852
254,47.47476971994881,11.072877119289052,urban,6889,0,47.47603099548047,11.063900413682884
255,48.700665152675,9.201940241828812,rural,55,0,48.6984569150545,9.19963257039079
256,48.92611431895675,9.749588145083989,urban,1363,0,48.91932622299806,9.759967462917375
257,48.61953825016119,10.57554613046094,urban,1900,0,48.6074094856045,10.575331016408327
258,48.55983546020626,9.419598174868542,rural,2004,0,48.561254973613735,9.400301199750585
259,47.81085029105651,11.452311502431728,urban,6089,239726,47.81798083968508,11.431540209747924
260,48.873488133995934,9.469694007026517,urban,5149,0,48.87043709071984,9.484970029464565
261,48.86946828091543,11.074711994795056,urban,13931,286091,48.86287426172087,11.072942672421032
262,48.06794659846537,10.881197862826308,urban,7670,331912,48.06672663672328,10.88654917835668
263,48.67080481849034,10.038965453163954,rural,2296,304801,48.66640197216064,10.035425945083883
264,48.98717929223955,11.030869641231206,rural,8625,0,48.98810019553028,11.028435523319295
265,47.57343927792502,11.171425665054697,rural,6610,0,47.58016197712018,11.178006468037776
266,47.35043525906613,10.9180941120793,urban,2428,0,47.35969190362028,10.93278992331159
267,48.86308848486188,10.837758500823734,rural,12435,0,48.8642419828916,10.836552612494618
268,47.844190791404046,9.817781192981569,rural,12923,0,47.84835071126214,9.823383254127014
269,48.07363867677275,9.43934344085922,urban,19001,0,48.07315081770592,9.428314452805829
270,48.35289346288175,11.226553888097117,urban,8365,291805,48.33807299083416,11.227156864406227
271,47.70388609401103,9.678451751015338,urban,15340,351904,47.71420478863547,9.674208130260052
272,48.73362842515928,9.516506981428742,urban,16837,282436,48.72199324929793,9.519522395682376
273,47.35715046231835,9.863159946236044,rural,2495,0,47.373019777953246,9.86052583764976
274,47.398477140368485,11.276745449939233,rural,4059,198115,47.38642701899772,11.284801873713333
275,48.11615934972758,11.142615966033675,urban,1050,293217,48.10515391261791,11.143324221217728
276,47.71101985585386,10.35023850677442,urban,8184,0,47.71082688441573,10.354214826807882
277,48.108946313115496,9.664059552882454,rural,3696,0,48.11022723762091,9.666767895407355
278,47.92768278310128,11.449383945835873,urban,5335,0,47.9345183909988,11.476324655203854
279,48.34009472192968,9.584677687022516,urban,2506,0,48.32971764963138,9.59342413231561
280,48.25989447176502,10.590057904993316,rural,10551,0,48.25318439712086,10.597588968819952
281,48.963679023968176,9.254826072694849,urban,813,0,48.96855279601367,9.24736837605232
282,48.3358159047322,9.345552459544592,rural,10951,0,48.33851086243558,9.340398278159874
283,48.36510732416992,10.034212725241682,rural,18491,0,48.35921273001861,10.042879977113206
284,47.37246028702408,11.056147603399676,rural,1570,0,47.38702108153484,11.058243947301609
285,47.67353610107023,9.449821433222072,urban,12779,317508,47.66412909242676,9.443207217896004
286,47.880647398116494,9.425140633819632,rural,4972,307216,47.86551267328274,9.413551067369548
287,48.70149823652283,11.49663513382776,rural,4055,198883,48.69420441755311,11.507686994329449
288,48.57026065285616,10.526640960668566,rural,10294,0,48.56024822743114,10.526899515221384
289,48.05254635549474,10.427703658948827,urban,15807,0,48.03781416234669,10.4237381850621
290,48.53830077481652,11.11537570024318,urban,14728,0,48.51791373097538,11.125795517653094
291,48.11514750123395,9.094475369217047,urban,4226,0,48.12249732070158,9.084601268524784
292,47.51201343957276,10.022455796209371,urban,1144,322896,47.51379466285433,10.0330785474392
293,47.92521322199861,9.896714373870308,rural,5804,369180,47.917529416923855,9.912711563858572
294,47.444611174407896,9.539935388172529,rural,9668,0,47.43946357576586,9.545340546857874
295,48.34780945507404,10.211337944232312,urban,14776,0,48.361022299611925,10.208633313453296
296,48.0808826361116,9.227595027066766,rural,19414,0,48.0791756131973,9.229870464619594
297,47.65848587449755,9.40088227944244,urban,6465,0,47.64779244305318,9.387405084306856
298,47.45980729924634,10.073958765364369,rural,18216,0,47.47236122388704,10.07354134550602
299,48.94398760319338,10.512528607269466,rural,8546,0,48.937486103422536,10.50067997444458
300,47.63258916191207,11.003274706484705,rural,1242,0,47.63739663201997,11.002493874453116
301,47.37524379445173,9.551223953754022,rural,9369,0,47.37196599125932,9.538802907189575
302,48.92273947380044,11.014324213496376,rural,13135,265512,48.92569998707405,11.029393614788304
303,47.71287842587431,9.017529346375229,rural,12433,206129,47.71563104283359,9.022431933167878
304,47.725525643702376,10.468474709256512,urban,16565,0,47.74801102464107,10.459025837519036
305,47.87170476223262,11.243905230315356,urban,15067,303164,47.862940326068674,11.259072265774895
306,48.91782600273452,10.212388919519498,urban,14754,0,48.90943493141194,10.215612520178434
307,47.55017520528871,10.025047423350712,urban,6880,0,47.55460485123943,10.023388793774638
308,48.62160495875395,11.42091826257919,rural,8601,0,48.63581755702857,11.420682081165376
309,48.58122895940888,11.065255860806744,rural,928,0,48.580467136625735,11.05174130130996
310,48.59853495814305,9.270454280237864,urban,3511,273304,48.59097341560683,9.273859537722796
311,47.44757761695648,9.787465494083849,rural,14325,310038,47.43037892536152,9.796179114475429
312,48.86034937984403,11.200950486644851,urban,15942,0,48.85120698163372,11.193187684276946
313,48.87566662967912,9.003785831242439,rural,13562,0,48.87710533465011,9.016731730494866
314,48.51720312455237,9.272430077059704,rural,18834,0,48.5267450704601,9.267940385332814
315,48.07656401178718,10.368810092126266,urban,3616,387023,48.07478996406461,10.368655527249762
316,48.84881508394778,9.631850144417289,urban,6452,0,48.851386700717256,9.628715020877683
317,48.988733491677806,10.83074998931813,urban,12083,0,49.011142978543376,10.832487333043192
318,48.07521332224444,11.471735644844678,urban,11623,0,48.078413739945546,11.467821754311004
319,48.65470360696874,9.283353400400095,rural,864,0,48.65361393655546,9.272965383748822
320,48.66074074083164,11.304132293107724,rural,19976,0,48.66159999513734,11.30710549177177
321,47.90920914702892,10.713663594096316,urban,15740,0,47.89850370280566,10.721368674708952
322,47.74648003953649,10.651175495554844,urban,16064,0,47.73012739571417,10.657766625808373
323,48.57917133066395,10.86672276820406,urban,1865,315300,48.5793896405917,10.859950768027115
324,48.11210312300388,11.176138807196988,urban,10951,0,48.10566202254024,11.18459370366175
325,48.83045224472012,9.372216497418917,urban,16454,0,48.83734902014788,9.390465784518293
326,48.85892960783736,9.363975799760324,urban,1373,0,48.86749399291269,9.36136383122862
327,48.01032042288765,9.843407550832676,rural,8556,0,48.00866414459896,9.84230309070117
328,47.3613442908511,10.206253416838692,urban,16319,278421,47.34258709566626,10.21582822298417
